order_id,customer_id,customer_segment,order_date,due_date,product_type,quantity,estimated_production_time,resource_available,machine_id,status,priority_score
O10289,C1103,B,2025-05-30,2025-06-09,Thingamajig,48,14.17,8,M2,queued,2.58
O10290,C1366,A,2025-05-31,2025-06-10,Doohickey,12,3.55,8,M4,queued,5.64
O10291,C1160,B,2025-06-24,2025-06-30,Widget,69,19.34,5,M2,queued,3.67
O10292,C1205,A,2025-05-18,2025-05-26,Gadget,37,11.82,8,M4,queued,5.62
O10293,C1344,B,2025-07-03,2025-07-08,Thingamajig,32,5.92,8,M2,in progress,5.41
O10294,C1333,B,2025-05-15,2025-05-21,Thingamajig,9,1.82,11,M1,queued,5.42
O10295,C1192,A,2025-06-27,2025-07-10,Widget,99,33.22,7,M3,queued,1.48
O10296,C1225,C,2025-05-10,2025-05-18,Gadget,19,6.0,4,M3,delayed,2.2
O10297,C1461,B,2025-05-19,2025-06-01,Doohickey,48,11.89,6,M2,queued,1.61
O10298,C1265,B,2025-05-09,2025-05-20,Gadget,80,30.16,4,M5,queued,0.58
O10299,C1232,C,2025-06-30,2025-07-08,Widget,3,0.9,7,M4,delayed,2.71
O10300,C1062,A,2025-05-26,2025-06-01,Gadget,20,6.27,6,M2,queued,6.97
O10301,C1127,B,2025-06-23,2025-06-28,Gadget,24,8.72,10,M3,queued,5.13
O10302,C1116,C,2025-05-15,2025-05-21,Widget,54,16.64,8,M5,queued,1.94
O10303,C1033,C,2025-05-17,2025-05-28,Doohickey,33,7.48,7,M4,queued,0.85
O10304,C1174,B,2025-05-06,2025-05-20,Gadget,24,7.9,11,M1,queued,1.61
O10305,C1011,B,2025-05-30,2025-06-06,Widget,75,18.49,10,M1,in progress,3.35
O10306,C1302,A,2025-05-18,2025-05-27,Gadget,72,16.45,8,M4,queued,4.76
O10307,C1284,C,2025-06-12,2025-06-21,Widget,36,10.8,5,M2,in progress,1.32
O10308,C1118,B,2025-05-22,2025-05-25,Doohickey,38,9.74,9,M3,queued,5.83
O10309,C1302,C,2025-06-09,2025-06-22,Thingamajig,84,27.81,7,M4,in progress,-1.98
O10310,C1113,B,2025-06-15,2025-06-27,Doohickey,99,19.5,5,M2,queued,1.25
O10311,C1004,B,2025-06-23,2025-06-25,Thingamajig,89,26.36,7,M4,queued,4.56
O10312,C1037,A,2025-06-08,2025-06-11,Thingamajig,99,24.32,11,M4,in progress,6.37
O10313,C1363,A,2025-05-22,2025-06-02,Gadget,25,6.57,7,M5,queued,4.94
O10314,C1324,C,2025-06-03,2025-06-05,Widget,93,20.27,5,M3,queued,3.17
O10315,C1031,B,2025-05-11,2025-05-18,Widget,18,5.1,11,M1,in progress,4.69
O10316,C1118,B,2025-05-26,2025-05-30,Widget,82,31.55,6,M1,queued,3.24
O10317,C1035,B,2025-05-20,2025-06-03,Doohickey,66,15.25,4,M5,in progress,0.87
O10318,C1464,A,2025-06-21,2025-07-05,Doohickey,54,19.25,8,M1,queued,2.48
O10319,C1017,B,2025-06-12,2025-06-18,Doohickey,35,11.33,7,M1,queued,4.47
O10320,C1441,B,2025-06-03,2025-06-17,Doohickey,80,25.09,8,M3,delayed,-0.11
O10321,C1170,B,2025-06-30,2025-07-08,Gadget,61,13.19,9,M2,in progress,3.48
O10322,C1037,A,2025-06-09,2025-06-17,Gadget,41,14.11,5,M4,queued,5.39
O10323,C1264,B,2025-05-13,2025-05-18,Thingamajig,33,8.76,8,M3,in progress,5.12
O10324,C1122,C,2025-07-03,2025-07-11,Thingamajig,68,13.39,5,M5,delayed,1.46
O10325,C1143,B,2025-05-20,2025-05-25,Widget,33,11.33,8,M5,queued,4.87
O10326,C1343,C,2025-06-27,2025-07-02,Doohickey,14,3.39,4,M1,queued,3.66
O10327,C1249,A,2025-06-30,2025-07-13,Gadget,21,4.29,4,M1,queued,4.37
O10328,C1110,C,2025-06-19,2025-06-25,Thingamajig,48,10.31,11,M3,in progress,2.57
O10329,C1277,A,2025-05-31,2025-06-07,Widget,20,5.08,4,M5,delayed,6.69
O10330,C1068,C,2025-05-08,2025-05-12,Widget,8,2.85,11,M5,queued,4.12
O10331,C1371,C,2025-06-13,2025-06-26,Doohickey,7,1.12,4,M4,in progress,0.69
O10332,C1479,B,2025-05-19,2025-05-22,Doohickey,67,23.18,4,M3,queued,4.48
O10333,C1452,B,2025-05-07,2025-05-17,Widget,17,6.37,4,M4,queued,3.36
O10334,C1293,B,2025-05-14,2025-05-26,Doohickey,33,9.19,5,M3,queued,2.28
O10335,C1296,B,2025-05-13,2025-05-27,Doohickey,48,12.44,7,M2,queued,1.16
O10336,C1243,A,2025-06-12,2025-06-26,Thingamajig,76,27.08,11,M5,in progress,1.69
O10337,C1125,C,2025-05-19,2025-05-22,Thingamajig,59,19.88,8,M1,in progress,2.81
O10338,C1402,B,2025-06-01,2025-06-03,Thingamajig,86,25.3,4,M5,delayed,4.67
O10339,C1243,B,2025-06-07,2025-06-14,Gadget,22,3.82,5,M2,delayed,4.82
O10340,C1414,B,2025-06-09,2025-06-14,Doohickey,30,11.27,5,M3,in progress,4.87
O10341,C1209,B,2025-06-03,2025-06-17,Thingamajig,38,12.81,5,M2,queued,1.12
O10342,C1098,C,2025-06-04,2025-06-18,Thingamajig,51,18.59,11,M5,in progress,-1.46
O10343,C1049,B,2025-05-29,2025-06-12,Widget,54,14.39,7,M4,delayed,0.96
O10344,C1050,B,2025-05-22,2025-06-05,Thingamajig,8,1.84,11,M3,queued,2.22
O10345,C1338,B,2025-07-03,2025-07-07,Widget,27,4.2,8,M4,queued,5.98
O10346,C1221,A,2025-06-20,2025-07-02,Doohickey,27,9.78,7,M2,delayed,4.22
O10347,C1182,B,2025-05-29,2025-06-05,Widget,98,28.57,6,M1,queued,2.34
O10348,C1217,B,2025-05-09,2025-05-22,Thingamajig,21,6.59,10,M3,queued,2.14
O10349,C1211,B,2025-05-06,2025-05-10,Gadget,30,4.62,5,M5,queued,5.94
O10350,C1240,A,2025-06-04,2025-06-13,Gadget,97,29.68,11,M4,in progress,3.43
O10351,C1443,C,2025-06-24,2025-06-29,Doohickey,28,4.47,6,M2,queued,3.55
O10352,C1374,B,2025-06-07,2025-06-19,Thingamajig,64,9.69,9,M3,queued,2.23
O10353,C1028,C,2025-06-19,2025-06-23,Doohickey,97,29.7,11,M1,queued,1.43
O10354,C1345,B,2025-05-09,2025-05-15,Widget,69,17.29,4,M3,in progress,3.87
O10355,C1335,B,2025-06-15,2025-06-19,Doohickey,61,18.01,10,M1,in progress,4.6
O10356,C1331,C,2025-06-16,2025-06-30,Gadget,48,14.86,4,M2,in progress,-1.09
O10357,C1051,B,2025-05-30,2025-06-03,Doohickey,19,4.95,7,M4,queued,5.9
O10358,C1032,A,2025-06-12,2025-06-23,Widget,4,0.74,10,M3,in progress,5.53
O10359,C1207,B,2025-06-04,2025-06-14,Thingamajig,35,7.25,11,M3,in progress,3.28
O10360,C1373,A,2025-05-20,2025-05-24,Doohickey,64,23.49,8,M4,delayed,6.05
O10361,C1174,B,2025-06-05,2025-06-17,Widget,49,18.73,6,M3,queued,1.33
O10362,C1410,A,2025-06-24,2025-07-02,Gadget,17,5.18,8,M3,in progress,6.28
O10363,C1442,A,2025-05-21,2025-06-02,Thingamajig,44,11.76,11,M5,queued,4.02
O10364,C1056,C,2025-05-12,2025-05-18,Doohickey,92,36.37,7,M3,in progress,-0.04
O10365,C1128,C,2025-07-02,2025-07-07,Doohickey,30,10.96,4,M5,queued,2.9
O10366,C1099,B,2025-05-22,2025-06-02,Gadget,93,30.58,10,M3,queued,0.54
O10367,C1098,C,2025-07-03,2025-07-13,Doohickey,46,12.7,8,M4,queued,0.73
O10368,C1275,C,2025-05-07,2025-05-19,Gadget,6,2.15,11,M2,queued,0.98
O10369,C1230,C,2025-06-25,2025-07-07,Gadget,99,31.62,8,M3,queued,-1.96
O10370,C1072,C,2025-06-23,2025-06-26,Thingamajig,37,6.57,11,M4,in progress,4.14
O10371,C1217,C,2025-05-06,2025-05-18,Gadget,24,4.6,4,M2,in progress,0.74
O10372,C1094,A,2025-06-18,2025-06-24,Gadget,93,15.21,10,M5,in progress,6.08
O10373,C1143,A,2025-05-17,2025-05-29,Gadget,46,14.92,6,M4,queued,3.71
O10374,C1237,C,2025-05-21,2025-05-31,Doohickey,53,8.87,4,M1,in progress,1.11
O10375,C1128,B,2025-07-02,2025-07-09,Gadget,95,17.96,8,M2,queued,3.4
O10376,C1448,C,2025-06-05,2025-06-13,Gadget,99,29.68,6,M2,queued,-0.17
O10377,C1473,B,2025-05-23,2025-06-01,Gadget,60,19.58,11,M1,queued,2.44
O10378,C1039,A,2025-06-07,2025-06-14,Gadget,97,28.61,6,M2,in progress,4.34
O10379,C1227,B,2025-06-30,2025-07-02,Doohickey,63,22.64,11,M2,queued,4.94
O10380,C1414,B,2025-06-22,2025-06-25,Gadget,85,13.16,4,M1,queued,5.48
O10381,C1442,B,2025-07-03,2025-07-05,Widget,32,9.68,8,M4,queued,6.23
O10382,C1439,B,2025-06-28,2025-07-10,Widget,87,22.92,7,M3,queued,0.91
O10383,C1282,A,2025-06-17,2025-06-26,Widget,33,11.57,8,M2,queued,5.24
O10384,C1051,B,2025-06-25,2025-07-02,Thingamajig,67,19.03,11,M4,queued,3.3
O10385,C1026,B,2025-06-12,2025-06-21,Widget,18,6.99,5,M4,in progress,3.7
O10386,C1334,C,2025-07-04,2025-07-18,Widget,25,4.71,10,M1,delayed,-0.07
O10387,C1277,B,2025-06-16,2025-06-22,Thingamajig,95,34.05,9,M4,queued,2.19
O10388,C1429,B,2025-05-22,2025-05-25,Doohickey,54,20.54,7,M1,in progress,4.75
O10389,C1008,A,2025-05-12,2025-05-23,Doohickey,58,19.44,6,M4,in progress,3.66
O10390,C1497,A,2025-05-27,2025-06-09,Thingamajig,67,15.99,7,M3,queued,3.2
O10391,C1048,A,2025-06-23,2025-06-30,Doohickey,46,14.98,10,M5,in progress,5.7
O10392,C1475,B,2025-06-04,2025-06-18,Thingamajig,24,6.14,6,M4,queued,1.79
O10393,C1386,B,2025-05-23,2025-05-25,Gadget,32,9.65,10,M4,queued,6.24
O10394,C1435,B,2025-05-22,2025-05-27,Doohickey,47,9.94,6,M4,queued,5.01
O10395,C1122,A,2025-05-07,2025-05-19,Thingamajig,86,17.44,7,M1,in progress,3.46
O10396,C1086,A,2025-07-01,2025-07-15,Gadget,23,9.06,6,M2,queued,3.49
O10397,C1209,B,2025-05-11,2025-05-20,Gadget,66,13.14,6,M1,queued,3.09
O10398,C1249,B,2025-06-07,2025-06-13,Widget,27,9.45,5,M3,in progress,4.65
O10399,C1247,B,2025-06-01,2025-06-11,Thingamajig,2,0.8,8,M1,queued,3.92
O10400,C1110,B,2025-05-17,2025-05-22,Thingamajig,90,18.37,8,M2,in progress,4.16
O10401,C1443,B,2025-06-22,2025-06-24,Widget,17,5.2,9,M3,queued,6.68
O10402,C1206,B,2025-05-18,2025-05-26,Doohickey,33,10.06,9,M2,in progress,3.79
O10403,C1463,C,2025-05-14,2025-05-20,Thingamajig,9,1.49,11,M2,queued,3.45
O10404,C1031,B,2025-05-28,2025-06-02,Gadget,43,10.19,11,M5,queued,4.98
O10405,C1085,B,2025-06-02,2025-06-08,Thingamajig,48,18.9,11,M3,in progress,3.71
O10406,C1195,A,2025-06-28,2025-06-30,Widget,39,12.38,5,M5,in progress,7.96
O10407,C1002,A,2025-06-03,2025-06-14,Thingamajig,93,35.76,9,M5,queued,2.02
O10408,C1200,B,2025-06-16,2025-06-20,Doohickey,42,12.09,10,M2,delayed,5.19
O10409,C1136,C,2025-05-07,2025-05-10,Widget,26,4.36,11,M5,queued,4.36
O10410,C1475,B,2025-05-09,2025-05-22,Widget,99,19.01,11,M1,delayed,0.9
O10411,C1402,B,2025-05-24,2025-06-05,Gadget,50,13.36,7,M5,queued,1.86
O10412,C1402,A,2025-06-01,2025-06-08,Thingamajig,25,9.64,4,M5,delayed,6.24
O10413,C1233,B,2025-05-22,2025-05-27,Widget,24,6.23,10,M2,in progress,5.38
O10414,C1147,B,2025-07-02,2025-07-07,Doohickey,13,5.11,11,M4,in progress,5.49
O10415,C1217,A,2025-05-28,2025-06-07,Doohickey,60,23.52,11,M1,queued,3.65
O10416,C1357,A,2025-05-16,2025-05-25,Doohickey,7,1.07,11,M2,in progress,6.29
O10417,C1491,C,2025-05-10,2025-05-18,Gadget,57,19.93,4,M4,queued,0.81
O10418,C1375,C,2025-05-27,2025-06-05,Doohickey,36,7.38,4,M1,in progress,1.66
O10419,C1402,B,2025-06-25,2025-07-04,Gadget,45,8.21,5,M3,in progress,3.58
O10420,C1285,A,2025-06-19,2025-06-27,Doohickey,20,4.83,10,M1,in progress,6.32
O10421,C1339,C,2025-05-11,2025-05-16,Thingamajig,65,20.7,5,M3,queued,1.93
O10422,C1368,A,2025-05-14,2025-05-19,Doohickey,8,1.62,6,M1,in progress,7.84
O10423,C1250,C,2025-06-27,2025-07-04,Doohickey,16,5.99,4,M4,queued,2.6
O10424,C1080,B,2025-05-25,2025-05-28,Gadget,14,3.3,7,M3,queued,6.47
O10425,C1098,B,2025-06-16,2025-06-25,Thingamajig,76,14.34,9,M5,queued,2.97
O10426,C1152,B,2025-06-14,2025-06-22,Thingamajig,87,15.19,7,M1,in progress,3.28
O10427,C1112,C,2025-07-03,2025-07-11,Gadget,15,4.9,9,M3,in progress,2.31
O10428,C1496,B,2025-05-30,2025-06-05,Thingamajig,92,24.81,4,M2,queued,3.12
O10429,C1030,B,2025-06-09,2025-06-20,Doohickey,98,27.08,4,M1,queued,0.89
O10430,C1297,B,2025-05-22,2025-05-31,Doohickey,66,20.2,4,M1,in progress,2.38
O10431,C1377,B,2025-06-16,2025-06-29,Thingamajig,32,8.7,5,M4,queued,1.93
O10432,C1278,B,2025-05-09,2025-05-11,Doohickey,87,22.66,10,M4,delayed,4.93
O10433,C1032,B,2025-05-07,2025-05-18,Thingamajig,63,22.4,9,M4,queued,1.36
O10434,C1383,A,2025-06-19,2025-06-30,Gadget,86,18.96,10,M3,queued,3.7
O10435,C1161,B,2025-05-13,2025-05-16,Gadget,51,13.5,5,M5,queued,5.45
O10436,C1030,A,2025-05-16,2025-05-30,Gadget,25,5.92,5,M1,in progress,3.81
O10437,C1026,B,2025-06-24,2025-06-27,Widget,58,18.37,8,M3,queued,4.96
O10438,C1300,B,2025-05-25,2025-06-03,Doohickey,63,19.91,7,M1,queued,2.41
O10439,C1245,C,2025-06-06,2025-06-17,Gadget,62,14.17,7,M5,in progress,0.18
O10440,C1258,C,2025-05-23,2025-05-31,Thingamajig,22,7.92,6,M4,in progress,2.01
O10441,C1471,B,2025-05-12,2025-05-14,Thingamajig,58,19.79,11,M3,queued,5.22
O10442,C1437,B,2025-06-19,2025-06-28,Gadget,58,14.09,5,M5,queued,2.99
O10443,C1272,B,2025-05-23,2025-06-04,Gadget,86,24.14,9,M2,queued,0.79
O10444,C1081,B,2025-05-18,2025-06-01,Gadget,49,16.44,8,M2,queued,0.76
O10445,C1030,C,2025-06-23,2025-07-06,Thingamajig,52,14.08,8,M1,in progress,-0.61
O10446,C1492,B,2025-05-06,2025-05-10,Widget,42,13.21,11,M3,queued,5.08
O10447,C1261,B,2025-07-03,2025-07-13,Gadget,70,25.55,10,M3,queued,1.44
O10448,C1042,A,2025-06-06,2025-06-09,Thingamajig,15,2.71,11,M1,queued,8.53
O10449,C1436,B,2025-05-27,2025-06-04,Thingamajig,54,14.23,11,M1,delayed,3.38
O10450,C1096,B,2025-07-04,2025-07-14,Gadget,60,16.71,11,M5,delayed,2.33
O10451,C1036,C,2025-05-23,2025-06-01,Doohickey,97,19.31,7,M5,queued,0.47
O10452,C1305,C,2025-05-14,2025-05-16,Thingamajig,8,2.84,5,M4,queued,4.92
O10453,C1035,B,2025-05-29,2025-06-05,Doohickey,53,15.47,6,M1,in progress,3.65
O10454,C1346,C,2025-06-06,2025-06-16,Doohickey,60,16.69,5,M4,in progress,0.33
O10455,C1442,B,2025-06-13,2025-06-20,Widget,5,1.04,10,M3,in progress,5.1
O10456,C1121,B,2025-05-22,2025-05-30,Thingamajig,68,26.05,4,M2,queued,2.19
O10457,C1207,C,2025-06-01,2025-06-15,Widget,6,1.89,11,M2,queued,0.21
O10458,C1062,A,2025-05-10,2025-05-17,Gadget,96,17.56,5,M4,in progress,5.44
O10459,C1483,B,2025-06-09,2025-06-18,Widget,94,18.45,10,M1,in progress,2.56
O10460,C1456,B,2025-06-30,2025-07-04,Gadget,47,9.62,4,M1,in progress,5.44
O10461,C1292,B,2025-05-10,2025-05-24,Doohickey,99,24.91,4,M2,queued,-0.09
O10462,C1127,B,2025-05-10,2025-05-17,Thingamajig,55,16.55,11,M2,queued,3.54
O10463,C1297,B,2025-06-26,2025-07-03,Widget,40,15.7,6,M4,queued,3.63
O10464,C1305,B,2025-06-24,2025-07-03,Thingamajig,52,12.63,9,M4,queued,3.14
O10465,C1021,B,2025-05-28,2025-06-04,Doohickey,16,3.9,7,M3,in progress,4.81
O10466,C1318,C,2025-06-24,2025-06-28,Doohickey,13,5.0,5,M2,queued,3.9
O10467,C1042,C,2025-05-31,2025-06-12,Doohickey,30,7.03,4,M1,delayed,0.5
O10468,C1215,C,2025-05-22,2025-06-03,Doohickey,19,6.86,5,M3,delayed,0.51
O10469,C1337,B,2025-05-17,2025-05-23,Doohickey,17,3.29,9,M4,queued,5.27
O10470,C1299,B,2025-06-16,2025-06-26,Doohickey,63,9.85,7,M4,in progress,3.02
O10471,C1290,C,2025-06-17,2025-06-23,Widget,19,7.0,9,M3,queued,2.9
O10472,C1268,B,2025-05-06,2025-05-14,Thingamajig,92,27.35,7,M5,in progress,2.06
O10473,C1162,B,2025-05-29,2025-06-03,Widget,58,8.71,8,M2,queued,5.13
O10474,C1479,C,2025-05-13,2025-05-24,Doohickey,55,19.15,7,M3,queued,-0.31
O10475,C1134,B,2025-06-19,2025-06-24,Gadget,90,21.97,11,M1,queued,3.8
O10476,C1105,B,2025-06-05,2025-06-07,Gadget,90,16.92,6,M3,queued,5.51
O10477,C1343,B,2025-05-23,2025-05-25,Doohickey,62,17.89,9,M5,queued,5.41
O10478,C1367,B,2025-05-06,2025-05-20,Doohickey,23,3.99,4,M2,queued,2.0
O10479,C1161,C,2025-06-14,2025-06-25,Doohickey,9,1.88,11,M4,queued,1.41
O10480,C1123,B,2025-05-25,2025-06-06,Thingamajig,12,1.92,8,M4,queued,3.01
O10481,C1136,C,2025-05-16,2025-05-25,Thingamajig,1,0.2,6,M4,in progress,2.38
O10482,C1203,B,2025-06-24,2025-07-05,Widget,58,20.09,5,M4,in progress,1.59
O10483,C1068,B,2025-05-19,2025-06-02,Thingamajig,1,0.27,11,M3,queued,2.37
O10484,C1344,C,2025-06-03,2025-06-05,Doohickey,34,11.67,9,M5,in progress,4.03
O10485,C1331,B,2025-06-19,2025-07-03,Thingamajig,96,18.11,10,M5,queued,0.59
O10486,C1154,B,2025-05-25,2025-05-28,Gadget,48,16.33,10,M4,queued,5.17
O10487,C1235,C,2025-06-30,2025-07-02,Gadget,89,29.02,4,M1,queued,2.3
O10488,C1162,C,2025-05-28,2025-06-11,Doohickey,1,0.34,7,M4,in progress,0.37
O10489,C1476,C,2025-05-27,2025-06-10,Thingamajig,16,5.23,4,M3,queued,-0.12
O10490,C1385,C,2025-05-08,2025-05-11,Thingamajig,61,11.75,10,M5,delayed,3.63
O10491,C1480,B,2025-06-09,2025-06-15,Widget,64,21.81,5,M2,queued,3.42
O10492,C1038,B,2025-06-11,2025-06-19,Widget,63,19.63,8,M4,queued,2.84
O10493,C1005,B,2025-06-05,2025-06-09,Gadget,69,20.96,8,M4,queued,4.3
O10494,C1235,B,2025-06-15,2025-06-25,Doohickey,22,5.88,9,M1,in progress,3.41
O10495,C1319,C,2025-06-01,2025-06-14,Gadget,93,25.6,8,M1,queued,-1.76
O10496,C1289,C,2025-05-23,2025-05-31,Doohickey,67,20.54,9,M5,in progress,0.75
O10497,C1052,B,2025-05-26,2025-05-28,Doohickey,76,27.61,11,M3,queued,4.44
O10498,C1038,B,2025-07-01,2025-07-11,Doohickey,26,9.35,9,M4,in progress,3.06
O10499,C1276,B,2025-05-12,2025-05-14,Doohickey,16,5.58,11,M2,in progress,6.64
O10500,C1110,C,2025-05-10,2025-05-22,Thingamajig,51,13.38,9,M2,queued,-0.14
O10501,C1260,B,2025-06-21,2025-07-01,Doohickey,86,20.12,10,M4,queued,1.99
O10502,C1136,B,2025-06-20,2025-07-03,Thingamajig,57,18.88,10,M5,queued,0.91
O10503,C1068,C,2025-06-17,2025-06-27,Doohickey,29,8.76,7,M5,queued,1.12
O10504,C1478,A,2025-06-20,2025-06-29,Thingamajig,78,29.69,11,M1,delayed,3.43
O10505,C1179,A,2025-05-20,2025-06-02,Thingamajig,92,22.53,6,M3,queued,2.55
O10506,C1452,C,2025-07-02,2025-07-11,Gadget,69,13.8,11,M4,in progress,1.02
O10507,C1036,A,2025-05-14,2025-05-18,Gadget,47,15.87,9,M4,queued,6.81
O10508,C1451,C,2025-05-14,2025-05-26,Widget,94,29.41,9,M1,delayed,-1.74
O10509,C1126,B,2025-05-07,2025-05-09,Gadget,62,12.97,6,M4,delayed,5.9
O10510,C1190,C,2025-07-02,2025-07-16,Gadget,69,25.12,4,M3,in progress,-2.11
O10511,C1146,B,2025-06-09,2025-06-18,Doohickey,76,29.05,9,M2,in progress,1.5
O10512,C1081,C,2025-06-02,2025-06-09,Widget,16,3.86,7,M2,queued,2.81
O10513,C1225,B,2025-05-07,2025-05-14,Gadget,90,13.93,8,M3,queued,3.81
O10514,C1427,B,2025-06-10,2025-06-14,Gadget,90,25.31,8,M2,queued,3.87
O10515,C1279,B,2025-07-04,2025-07-14,Thingamajig,48,10.59,5,M5,in progress,2.94
O10516,C1361,A,2025-06-18,2025-06-22,Widget,85,20.08,5,M4,queued,6.39
O10517,C1155,C,2025-06-13,2025-06-15,Widget,39,9.09,8,M3,in progress,4.29
O10518,C1314,B,2025-05-18,2025-05-21,Widget,33,10.46,8,M5,queued,5.75
O10519,C1414,A,2025-06-18,2025-06-22,Thingamajig,94,29.07,10,M1,in progress,5.49
O10520,C1335,C,2025-06-06,2025-06-18,Widget,23,6.97,7,M5,queued,0.5
O10521,C1271,B,2025-05-21,2025-05-25,Widget,10,1.98,6,M1,queued,6.2
O10522,C1005,B,2025-06-12,2025-06-25,Thingamajig,69,24.98,5,M1,delayed,0.3
O10523,C1342,A,2025-05-20,2025-05-28,Widget,34,10.2,10,M5,in progress,5.78
O10524,C1419,B,2025-05-30,2025-06-04,Widget,52,17.41,10,M1,delayed,4.26
O10525,C1284,B,2025-06-06,2025-06-17,Doohickey,95,35.93,6,M5,in progress,0.01
O10526,C1154,B,2025-05-10,2025-05-15,Gadget,10,3.91,10,M4,in progress,5.61
O10527,C1478,A,2025-05-30,2025-06-04,Widget,19,6.07,11,M4,queued,7.39
O10528,C1340,C,2025-05-11,2025-05-13,Thingamajig,58,18.94,7,M1,queued,3.31
O10529,C1054,C,2025-05-25,2025-06-02,Doohickey,96,24.86,8,M4,delayed,0.31
O10530,C1481,A,2025-05-23,2025-05-27,Gadget,1,0.23,9,M5,queued,8.38
O10531,C1450,B,2025-05-28,2025-06-01,Gadget,69,12.8,6,M3,in progress,5.12
O10532,C1069,C,2025-05-21,2025-05-30,Doohickey,4,1.04,8,M3,queued,2.3
O10533,C1136,B,2025-05-10,2025-05-12,Thingamajig,16,2.76,8,M3,queued,6.92
O10534,C1060,B,2025-06-26,2025-07-05,Gadget,24,6.85,4,M5,in progress,3.72
O10535,C1456,C,2025-06-01,2025-06-14,Gadget,80,15.71,11,M1,in progress,-0.77
O10536,C1055,B,2025-05-17,2025-05-20,Gadget,2,0.76,6,M5,queued,6.72
O10537,C1381,B,2025-06-26,2025-07-09,Widget,92,17.59,10,M1,queued,1.04
O10538,C1284,A,2025-05-09,2025-05-18,Widget,32,9.56,9,M1,queued,5.44
O10539,C1080,C,2025-05-18,2025-05-27,Doohickey,91,21.42,6,M4,delayed,0.26
O10540,C1140,B,2025-06-10,2025-06-24,Doohickey,84,21.98,10,M2,queued,0.2
O10541,C1145,B,2025-06-24,2025-06-27,Thingamajig,24,4.74,8,M2,queued,6.33
O10542,C1310,C,2025-06-24,2025-07-03,Thingamajig,12,3.21,9,M4,delayed,2.08
O10543,C1108,C,2025-05-17,2025-05-28,Doohickey,50,18.81,10,M1,queued,-0.28
O10544,C1368,A,2025-06-17,2025-06-22,Thingamajig,35,11.85,7,M1,queued,6.82
O10545,C1176,C,2025-06-06,2025-06-17,Gadget,33,6.41,10,M4,queued,0.96
O10546,C1105,B,2025-05-22,2025-05-31,Gadget,33,11.69,4,M3,queued,3.23
O10547,C1352,C,2025-06-02,2025-06-13,Thingamajig,61,23.51,11,M3,in progress,-0.75
O10548,C1325,C,2025-06-11,2025-06-13,Thingamajig,51,7.74,8,M5,queued,4.43
O10549,C1437,A,2025-05-11,2025-05-24,Doohickey,43,15.75,10,M4,in progress,3.22
O10550,C1136,C,2025-05-26,2025-06-08,Doohickey,12,3.03,11,M4,queued,0.5
O10551,C1259,C,2025-06-24,2025-06-27,Thingamajig,67,24.39,5,M5,in progress,2.36
O10552,C1251,A,2025-05-09,2025-05-12,Gadget,65,24.3,5,M3,in progress,6.37
O10553,C1129,C,2025-05-26,2025-06-03,Widget,33,7.38,11,M3,queued,2.06
O10554,C1464,C,2025-05-15,2025-05-23,Thingamajig,40,7.07,11,M2,queued,2.09
O10555,C1465,B,2025-05-20,2025-05-27,Doohickey,74,14.63,4,M2,queued,3.74
O10556,C1434,A,2025-05-25,2025-05-29,Doohickey,43,10.13,7,M2,queued,7.39
O10557,C1027,B,2025-06-24,2025-07-04,Thingamajig,44,16.09,8,M1,queued,2.39
O10558,C1048,B,2025-06-25,2025-06-30,Doohickey,29,5.22,6,M5,in progress,5.48
O10559,C1325,C,2025-06-07,2025-06-21,Gadget,13,3.68,4,M3,queued,0.03
O10560,C1217,B,2025-06-22,2025-06-29,Doohickey,12,3.85,7,M1,queued,4.82
O10561,C1425,B,2025-05-31,2025-06-11,Widget,95,21.37,11,M4,queued,1.46
O10562,C1142,B,2025-07-03,2025-07-08,Widget,46,15.34,6,M5,queued,4.47
O10563,C1023,B,2025-06-21,2025-07-01,Gadget,2,0.38,11,M1,in progress,3.96
O10564,C1002,C,2025-05-31,2025-06-10,Doohickey,35,8.66,11,M1,in progress,1.13
O10565,C1171,A,2025-06-28,2025-07-05,Doohickey,87,32.68,5,M4,in progress,3.93
O10566,C1395,B,2025-06-05,2025-06-18,Thingamajig,81,26.99,5,M1,queued,0.1
O10567,C1067,B,2025-06-26,2025-07-01,Widget,90,26.58,6,M1,queued,3.34
O10568,C1327,C,2025-06-25,2025-07-01,Thingamajig,8,2.84,4,M2,delayed,3.32
O10569,C1135,B,2025-05-31,2025-06-07,Thingamajig,93,26.11,5,M4,queued,2.59
O10570,C1083,C,2025-05-06,2025-05-10,Doohickey,26,6.57,8,M4,queued,3.74
O10571,C1380,B,2025-05-28,2025-06-08,Widget,74,17.15,11,M4,delayed,1.89
O10572,C1227,C,2025-05-31,2025-06-02,Thingamajig,90,15.36,9,M5,delayed,3.66
O10573,C1283,A,2025-05-10,2025-05-22,Doohickey,34,11.91,10,M4,queued,4.01
O10574,C1362,B,2025-05-15,2025-05-21,Gadget,7,1.22,6,M3,queued,5.48
O10575,C1219,B,2025-05-18,2025-05-24,Widget,68,18.09,6,M5,in progress,3.79
O10576,C1288,B,2025-06-24,2025-07-03,Doohickey,58,10.04,5,M5,in progress,3.4
O10577,C1005,A,2025-05-06,2025-05-13,Gadget,75,15.28,4,M3,in progress,5.67
